Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
TipoMedicaoChuvas: 1 = Pluviômetro, 2 = Pluviógrafo, 3 = Data logger
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Acumulado

Restrições da consulta:
Código da Estação:02345108


EstacaoCodigo;NivelConsistencia;Data;TipoMedicaoChuvas;Maxima;Total;DiaMaxima;NumDiasDeChuva;MaximaStatus;TotalStatus;NumDiasDeChuvaStatus;TotalAnual;TotalAnualStatus;Chuva01;Chuva02;Chuva03;Chuva04;Chuva05;Chuva06;Chuva07;Chuva08;Chuva09;Chuva10;Chuva11;Chuva12;Chuva13;Chuva14;Chuva15;Chuva16;Chuva17;Chuva18;Chuva19;Chuva20;Chuva21;Chuva22;Chuva23;Chuva24;Chuva25;Chuva26;Chuva27;Chuva28;Chuva29;Chuva30;Chuva31;Chuva01Status;Chuva02Status;Chuva03Status;Chuva04Status;Chuva05Status;Chuva06Status;Chuva07Status;Chuva08Status;Chuva09Status;Chuva10Status;Chuva11Status;Chuva12Status;Chuva13Status;Chuva14Status;Chuva15Status;Chuva16Status;Chuva17Status;Chuva18Status;Chuva19Status;Chuva20Status;Chuva21Status;Chuva22Status;Chuva23Status;Chuva24Status;Chuva25Status;Chuva26Status;Chuva27Status;Chuva28Status;Chuva29Status;Chuva30Status;Chuva31Status
2345108;1;01/09/1982;1;;;;;0;0;0;;0;9,4;0,2;;;;;31,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;2,6;0,0;8,6;2,2;1,0;0,0;0,0;0,0;2,4;7,0;7,4;1,8;;1;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;
2345108;1;01/08/1982;1;;;;;0;0;0;;0;0,0;6,2;0,0;0,2;0,0;0,0;0,0;0,0;0,0;32,8;8,0;1,6;0,0;0,0;0,0;0,0;0,0;7,8;4,0;0,0;0,0;0,0;12,6;0,0;0,0;0,0;;;0,2;0,0;1,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;
2345108;1;01/07/1982;1;;;;;0;0;0;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,2;;;2,2;0,6;0,0;0,0;0,0;;;6,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;15,6;0,0;0,0;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2345108;1;01/06/1982;1;;;;;0;0;0;;0;0,0;0,0;0,0;0,0;0,0;0,8;0,0;0,0;0,0;0,0;;;32,0;0,0;4,4;1,0;5,4;0,0;0,0;0,0;3,0;16,2;4,8;21,0;;;39,2;0,6;0,0;4,8;;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;
2345108;1;01/05/1982;1;18,0;39,8;19;7;1;1;0;;0;0,0;0,0;9,8;0,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;18,0;0,0;0,0;0,0;0,4;2,0;8,6;0,2;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2345108;1;01/04/1982;1;;;;;0;0;0;;0;20,4;;;1,2;4,8;4,6;0,2;0,0;0,0;0,0;0,0;0,0;4,2;5,4;4,2;;;27,2;;;4,8;0,0;0,0;0,0;0,0;0,0;0,0;21,4;0,0;0,0;;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;1;1;1;1;1;1;1;1;1;0;
2345108;1;01/03/1982;1;;;;;0;0;0;;0;0,6;7,4;18,8;13,0;;;5,2;47,0;14,0;32,0;14,4;;;4,6;0,0;0,0;0,0;0,0;;;8,0;30,8;9,8;102,4;0,0;0,0;0,0;0,0;0,0;0,0;3,6;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;
2345108;1;01/02/1982;1;;;;;0;0;0;;0;0,0;0,0;0,0;14,0;;;32,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;15,0;7,0;;;27,0;;;;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0;
2345108;1;01/01/1982;1;;;;;0;0;0;;0;;;102,2;14,8;0,0;0,0;0,0;;;32,8;12,4;0,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,8;15,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,4;0;0;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2345108;1;01/12/1981;1;;;;;0;0;0;;0;4,8;7,2;5,2;;;75,1;14,0;28,2;3,2;1,0;;;30,4;0,0;0,0;32,2;0,6;;;4,0;0,2;3,0;0,0;;;;34,2;19,2;7,0;0,0;0,0;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;0;0;0;1;1;1;1;1;
2345108;1;01/11/1981;1;;;;;0;0;0;;0;0,0;8,4;28,3;4,4;1,8;;;4,2;20,0;4,2;31,6;11,0;;;6,4;9,8;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;2,0;;;8,4;6,4;;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;
2345108;1;01/10/1981;1;;;;;0;0;0;;0;3,6;;;0,0;0,0;6,4;0,2;10,0;;;;9,8;0,0;0,2;18,2;;;6,4;25,2;0,2;0,0;0,0;;;2,0;8,4;4,2;2,0;25,8;0,0;0,0;1;0;0;1;1;1;1;1;0;0;0;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;1;1;
2345108;1;01/09/1981;1;;;;;0;0;0;;0;4,0;0,4;11,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;4,2;0,0;1,4;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;1;1;1;1;0;
2345108;1;01/08/1981;1;;;;;0;0;0;;0;0,0;0,0;0,0;0,0;0,0;0,0;;;14,0;25,4;7,8;1,0;0,2;;;15,8;7,6;0,2;0,0;4,0;;;2,0;0,0;0,0;0,0;0,0;;;7,6;35,8;1;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;
2345108;1;01/07/1981;1;;;;;0;0;0;;0;0,0;10,2;;;35,0;15,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;3,0;0,0;0,0;0,0;1,2;;;22,2;0,0;0,0;0,0;0,0;0,0;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;1;
